,노트북 이름,가격,노트북유형,운영체제,화면정보,CPU,램,그래픽,저장장치,네트워크,영상입출력,단자,부가기능,입력장치,파워,주요제원,리퍼비시
242,MSI GF시리즈 Sword GF66 B12VGK 32GB램,"1,960,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 쿨링팬: 2개 / 색상: 블랙,
243,MSI GF시리즈 Sword GF66 B13VFK WIN11 32GB램,"1,834,920",노트북,윈도우11(설치),39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 쿨링팬: 2개 / 색상: 블랙,
244,Razer Blade 15 Advanced 13Gen R4070 QHD,"4,089,990",노트북,윈도우11홈,39.62cm(15.6인치)/2560x1440(QHD)/주사율:240Hz/,인텔/코어i7-13세대/i7-13800H (2.5GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/5200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:110W/VRAM:8GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / SD카드 /,얼굴 인식/TPM/USB-PD/DP Alt Mode/,RGB 라이트/ㅡ형 방향키/,배터리:80Wh/어댑터:230W/충전단자:전용포트/,두께:16.99mm/무게:2.01kg/ 쿨링팬: 2개 / 색상: 블랙,
245,레노버 V15 Gen2 82KD000UKR,"511,500",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠5-4세대/5500U (2.1GHz)/헥사(6)코어/,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜:802.11ac(Wi-Fi 5)/ 유선랜:기가비트/,HDMI/웹캠/,USB-C: 지원 /,웹캠OFF 지원 /고속충전/,침수지연키보드/ㅡ형 방향키/숫자 키패드(4열)/,배터리:38Wh/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 그레이,
246,MSI GF시리즈 Thin GF63 12VF,"1,348,990",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
247,MSI GP시리즈 Vector GP66 12UGS,"1,998,990",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 색상: 블랙,
248,MSI 크로스헤어 17 B12UGSZ WIN11 32GB램,"1,985,000",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:140W/VRAM:8GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:DC/,두께:27.2mm/무게:2.8kg/ 색상: 블랙,
249,MSI GP시리즈 Vector GP77 13VF QHD 32GB램,"2,174,110",노트북,미포함(프리도스),43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:240W/충전단자:전용포트/,두께:25.9mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
250,Razer Blade 18 13Gen R4080 QHD,"5,590,000",노트북,윈도우11홈,45.72cm(18인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13950HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:32GB/5600MHz/ 램 교체: 가능 /,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜: 2.5기가비트 /,HDMI 2.1/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,얼굴 인식/TPM/USB-PD/,RGB 라이트/ㅡ형 방향키/,배터리:91.7Wh/어댑터:330W/충전단자:전용포트/,두께:21.99mm/무게:3.2kg/ 쿨링팬: 3개 / 색상: 블랙,
251,MSI GL시리즈 Pulse GL76 12UEOK WIN11 64GB램,"2,090,000",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.2mm/무게:2.66kg/ 쿨링팬: 2개 / 색상: 그레이,
252,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 32GB램,"1,286,990",노트북,윈도우10,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:150W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 색상: 블랙,
253,한성컴퓨터 TFG6396W,"2,130,000",노트북,윈도우11홈,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜: 2.5기가비트 /,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 / SD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:97.5Wh/어댑터:330W/충전단자:DC/,두께:31mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 화이트,
254,에이서 프레데터 Helios 18 PH18-71 4070 W11,"2,830,000",노트북,윈도우11홈,45.72cm(18인치)/2560x1600(WQXGA)/300nit/주사율:165Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI 2.1/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,USB-PD/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:90Wh/어댑터:330W/충전단자:DC/,두께:29.15mm/무게:3.16kg/ 쿨링팬: 2개 / 색상: 블랙,
255,한성컴퓨터 TFG5276XG 32GB램,"1,619,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,얼굴 인식/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:62.32Wh/어댑터:230W/충전단자:DC/,두께:20mm/무게:1.7kg/ 색상: 그레이,
256,ASUS ExpertBook B9 B9400CEA-I7B615,"1,599,790",노트북,미포함(프리도스),35.56cm(14인치)/1920x1080(FHD)/400nit/,인텔/코어i7-11세대/i7-1165G7 (2.8GHz)/쿼드(4)코어/,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI 2.0/ Micro HDMI /웹캠(HD)/,썬더볼트3:2개(USB-C겸용)/,얼굴 인식/지문 인식/TPM/ 웹캠OFF 지원 /고속충전/USB-PD/MIL-STD/ 리프트 힌지 /,키보드 라이트/침수지연키보드/ㅗ형 방향키/,배터리:66Wh/어댑터:65W/충전단자:타입C/,두께:14.9mm/무게:1.1kg/ 색상: 블랙,
257,MSI 사이보그 15 A12VF 64GB램,"1,490,710",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
258,한성컴퓨터 TFX5450UC,일시품절,리퍼비시,운영체제(OS),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-3세대/4500U (2.3GHz)/헥사(6)코어/,램 용량:16GB/DDR4/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/500GB/,무선랜:802.11ac(Wi-Fi 5)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 지원 / MicroSD카드 /,USB-PD/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:49Wh/어댑터:65W/충전단자:DC/,"두께:20mm/무게:1.6kg/ 색상: 블랙 / 2021년 8월 스펙 변경 : 화면밝기(260nit->300nit), 무선(와이파이6/블루투스5.1->와이파이5/블루투스5.0)",/노트북/운영체제(OS):미포함(프리도스)/
259,MSI GF시리즈 Sword GF76 B13VFK 64GB램,"1,704,410",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
260,MSI GE시리즈 Raider GE68 HX 13VG-i9 4K,"3,150,000",노트북,미포함(프리도스),40.6cm(16인치)/3840x2400(4K UHD)/500nit/주사율:120Hz/,인텔/코어i9-13세대/i9-13950HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 2개 / USB-A: 2개 / SD카드 /,얼굴 인식/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:99.9Wh/어댑터:280W/충전단자:전용포트/,두께:27.85mm/무게:2.7kg/ 쿨링팬: 2개 / 색상: 블랙,
261,MSI 크리에이터 Z16 HX Studio B13VGTO-i9 W11,"3,583,410",노트북,윈도우11프로,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:120Hz/,인텔/코어i9-13세대/i9-13950HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:90W/VRAM:8GB/,M.2(NVMe)/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 1개 / SD카드 /,얼굴 인식/지문 인식/TPM/USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:280W/충전단자:전용포트/,두께:18.4mm/무게:2.35kg/ 쿨링팬: 2개 / 색상: 그레이,
262,MSI GP시리즈 Vector GP66 12UGSO QHD 32GB램,"1,770,000",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜: 2.5기가비트 /,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 쿨링팬: 2개 / 색상: 블랙,
263,레노버 씽크패드 T14s Gen3 21BR001YKR,"1,840,000",노트북,윈도우11프로,35.56cm(14인치)/1920x1200(WUXGA)/400nit/,인텔/코어i7-12세대/i7-1260P (2.1GHz)/12코어(4P+8E)/,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/256GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) / 셀룰러:4G LTE/,HDMI/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 2개 /,지문인식(전원버튼) /TPM/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/MIL-STD/,키보드 라이트/ㅗ형 방향키/,배터리:57Wh/어댑터:65W/충전단자:타입C/,두께:16.9mm/무게:1.21kg/ 색상: 블랙,
264,레노버 요가 Slim7 ProX 14IAH7 82TK0051KR,"2,150,000",노트북,윈도우11홈,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:32GB/5200MHz/ 램 교체: 불가능 /,외장그래픽 /RTX3050/VRAM:4GB/,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.0/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 1개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/,배터리:70Wh/충전단자:타입C/,두께:15.9mm/무게:1.45kg/ 쿨링팬: 2개 / 색상: 그레이,
265,MSI GP시리즈 Vector GP77 13VG QHD 32GB램,"2,663,820",노트북,미포함(프리도스),43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:240W/충전단자:전용포트/,두께:25.9mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙,
266,한성컴퓨터 올데이롱 TFX5556U 8GB램,"720,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-4세대/ 5560U (2.3GHz) /헥사(6)코어/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/250GB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:91.24Wh/어댑터:65W/충전단자:DC/,두께:18mm/무게:1.4kg/ 색상: 블랙,
267,MSI GF시리즈 Sword GF66 B13VFK 32GB램,"1,805,950",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 쿨링팬: 2개 / 색상: 블랙,
268,MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 16GB램,"1,235,990",노트북,윈도우10,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-11세대/i7-11800H (2.3GHz)/옥타(8)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:150W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 색상: 블랙,
269,MSI 프레스티지 16 Studio A13VF Mini LED,"2,324,030",노트북,미포함(프리도스),40.6cm(16인치)/2560x1600(WQXGA)/1000nit/주사율:165Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,외장그래픽 /RTX4060/TGP:55W/VRAM:8GB/,M.2(NVMe)/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,USB-C: 2개 / USB-A: 1개 / MicroSD카드 /,얼굴 인식/지문 인식/TPM/ 웹캠OFF 지원 /USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:82Wh/어댑터:150W/충전단자:DC/,두께:16.85mm/무게:2.1kg/ 쿨링팬: 2개 / 색상: 실버,
270,에이서 프레데터 Helios 18 PH18-71 4080 W11,"4,290,000",노트북,윈도우11홈,45.72cm(18인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI 2.1/웹캠(FHD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 3개 / MicroSD카드 /,USB-PD/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:90Wh/어댑터:330W/충전단자:DC/,두께:29.15mm/무게:3.16kg/ 쿨링팬: 2개 / 색상: 블랙,
